-30.7693 1.84541
13.9308 36.9956
-21.2742 31.0765
-53.8211 -8.84851
-8.32561 46.4421
-18.9634 10.2989
60.1544 23.3024
-17.9707 47.3567
18.4269 -45.5862
48.7908 48.5379
-42.1065 -6.93397
-4.32156 -12.5868
8.41259 -26.7936
-13.683 -59.9665
8.95947 56.1507
2.10452 -58.5569
56.2324 18.1913
-4.49168 29.5912
-5.77745 17.6803
61.6018 -35.0383
-11.3104 -31.7092
20.5296 -20.3206
-12.5277 71.9288
28.6784 -58.1061
-11.7812 -4.04297
-20.5179 68.8971
-27.5173 -56.0815
3.22297 -1.65991
26.8147 1.71973
-7.38056 -31.0165
12.7598 14.9851
43.7805 -23.3877
4.11521 -19.7102
-26.4542 19.463
-38.4247 -28.4828
6.56335 -19.2346
-3.15082 60.435
57.1124 -13.9375
-40.2087 13.2121
-35.6167 -60.9102
24.6653 25.8153
-64.9859 52.762
7.34409 61.7861
8.21403 43.6427
-29.8944 -5.53445
-2.61423 -14.3925
56.7376 -36.9369
-22.0047 15.1399
-19.6204 -13.1126
33.7351 5.4518
-2.77228 -50.4367
-25.2584 -11.0948
44.6937 20.2984
17.55 36.5005
-13.5581 54.2936
9.37301 -6.6851
60.6159 33.9746
-51.7789 -1.03379
24.6661 44.7763
-16.9757 -56.6643
-21.1317 33.2653
1.67352 -18.4508
5.93993 -1.52222
0.0898135 -35.7316
-42.0219 43.551
-68.3421 -23.1451
-64.6252 14.4686
25.1146 -23.5763
-28.4405 -7.78225
-28.0317 38.8417
56.9714 -5.13847
-41.5559 -34.727
41.2015 19.2835
-33.333 24.034
41.1807 46.5912
-48.9854 3.5767
-0.0375249 14.9385
-57.9492 -41.0165
39.368 23.7799
41.4025 -46.6515
-12.1951 16.6509
4.62648 10.998
-32.9884 -43.489
-29.9355 -15.2847
19.3494 10.3545
16.0268 -68.4667
17.8834 33.0223
34.0975 57.4133
8.79322 -35.2746
-34.1462 -61.3785
-71.841 13.822
32.6641 -17.8221
-50.1667 23.4752
-24.7557 23.1802
-8.59431 -4.9812
-10.4283 -36.6495
27.3134 -34.0439
46.6922 25.9748
14.4554 -18.5382
-73.2362 -0.864175
-31.7926 7.21004
8.71117 63.6387
13.8305 -84.3118
-8.38224 -69.0316
-5.47593 5.09257
51.3339 38.6544
7.83149 -0.592425
-4.0274 -81.7006
43.9748 6.67392
-13.3258 -18.7973
48.1496 29.9057
64.0025 -10.4266
14.0079 -44.2932
0.448941 21.3459
-10.2973 7.6125
-29.2305 -23.7068
37.6608 -39.1208
20.6114 -67.5707
-47.4543 -1.57045
-61.0218 -21.5987
62.8745 -3.09405
-13.8039 -22.6187
13.1293 11.7816
-31.7699 -7.31188
-25.4021 10.4373
-39.6979 51.9885
-44.9699 36.2038
15.3406 -1.15334
29.4858 -29.0031
4.37609 6.79184
-43.9912 27.5134
-2.65184 57.3672
26.6705 18.0311
28.3827 -65.248
-2.19679 15.0493
22.6107 26.1527
-21.5956 4.97528
-67.5536 -5.89395
34.5067 -19.6426
-43.6018 -25.4151
22.7748 19.8163
-59.6873 14.6686
1.38032 32.1182
-20.6325 23.2519
69.5726 -17.5336
-33.7587 -9.44161
-61.7062 -24.3387
-17.5152 -61.6277
28.4339 48.6762
-31.5891 46.2744
67.91 7.37424
29.5917 -2.41776
55.6406 14.1293
35.0735 -2.71229
-15.406 61.3377
33.0544 0.306995
50.2531 -48.4347
20.7021 -9.7393
48.6549 19.2941
7.30394 69.9944
33.2464 -34.6097
-33.8945 7.27062
34.2255 32.0679
1.6631 43.1814
-55.2265 -37.4479
-46.3344 -20.6019
-62.6762 -4.90424
29.3732 -49.7114
-43.2239 -52.364
58.197 -19.5308
33.9532 -9.54479
11.7275 -33.3563
36.2084 -2.23803
-58.1391 32.2561
34.5752 33.93
26.1525 14.5774
-44.6039 11.5014
13.0402 29.3825
74.6912 1.27066
18.6676 -36.5199
-26.0429 -30.2255
-22.522 25.6959
-7.11743 -5.63065
-13.8335 7.76097
62.2457 11.1499
-11.9546 75.067
-55.022 6.35193
6.25436 -7.11419
22.1139 62.1427
56.731 -35.1118
1.42843 35.7192
26.4122 -2.40937
-47.1255 -17.5571
59.3626 0.149109
31.6848 61.3149
-4.26855 -32.1749
22.8807 -31.7696
-57.53 -40.4676
-8.9598 38.7624
15.3013 -10.2971
